author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
devaris jones,/gp/profile/amzn1.account.AEK3YR4NR7DHT6CUV7SL4TVU2YOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2019",2,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"This bag is true to its color and size it's not to big not to small. I am a huge UnderArmour junkie, having enough space but not to much to wear the bag folds when carrying on the shoulder was what I was looking for. I am a bodybuilder who carry a lot of stuff.",Great bag,Color: Red (600)/SilverSize: MediumVerified Purchase,186 people found this helpful
emre,/gp/profile/amzn1.account.AG5K5VFDSYSH3X7D7F7Z5CPWDLYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2019",4,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,1.0 out of 5 stars,"I ordered this product 2 days ago. But, padded top grab handle was missing in the package. Also, Adjustable shoulder strap is different from the picture on Amazon.","Missing pieces, Different product from picture",Color: Pitch Gray (012)/SilverSize: SmallVerified Purchase,97 people found this helpful
ChetNYC362,/gp/profile/amzn1.account.AEXNMP3JQC4WNESMBAAOUZ3RV2RQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 29, 2019",0,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,4.0 out of 5 stars,"The four stars are for the bag.  It's fine.For the page description, I'd give this a minus five thousand.Depending on the color you pick, the bag will be a medium or a small...but you won't know until it arrives...like mine.  Now that small bag is going back via Kohls because this is the page I got when I searched for a medium one.Not happy Amazon.  Not happy at all.  Make separate f-ing pages for each size bag.",Watch to see what size your getting!!!,Color: Academy Blue (409)/WhiteSize: SmallVerified Purchase,85 people found this helpful
Samis Nagel,/gp/profile/amzn1.account.AHQEFSI2PJZ4JC25PWLIBLLNTZBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2019",4,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"High quality, beautiful item! Size M is huge. Even though is says M, is very big! Red color is true ""red"". I bought it for the gym. I carry lots of stuff and it's very roomy. I'm impressed! Love it!","Beautiful red color, Huge Medium size - Quality",Color: Red (600)/SilverSize: MediumVerified Purchase,57 people found this helpful
Ruben,/gp/profile/amzn1.account.AGVKMVWYTWQEWYGAPDYPIXGVWOOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2019",0,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"I got this in large and in red. I got back into the gym and wanted to have a gym bag for my clothes and sneakers plus whatever extras I needed to bring to the gym. Well I can tell you if you get the large you will have room to fit sneakers, shorts, shirt(s), socks, underwear, deodorant, shampoo, soap bar/bottle, towel, razor, shaving cream, cologne, preworkout, and protein bottle.I just used it for my first night out to the gym and fit all of this in there.....and felt I still had some ROOM! Great quality product and worth buying. I'd recommend medium if you don't want to carry all the extras lol.",The Large is BIG!,Color: Red (600)/SilverSize: LargeVerified Purchase,49 people found this helpful
devaris jones,/gp/profile/amzn1.account.AEK3YR4NR7DHT6CUV7SL4TVU2YOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2019",2,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1,5.0 out of 5 stars,"This bag is true to its color and size it's not to big not to small. I am a huge UnderArmour junkie, having enough space but not to much to wear the bag folds when carrying on the shoulder was what I was looking for. I am a bodybuilder who carry a lot of stuff.",Great bag,Color: Red (600)/SilverSize: MediumVerified Purchase,186 people found this helpful
zenraged,/gp/profile/amzn1.account.AHQJEE652BJCE2LRPNSDNVCYTH5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2021",0,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I ordered the size medium and had to return it for a small. The medium is huge and would be appropriate for someone playing on a sports team who needs to carry gear, changes of clothes, etc. I just wanted a bag for going to the gym and carrying my basics. Maybe one change of clothes. Excellent bag all around, I love Under Armour, they make good stuff. One disappointment I had is the inside little pocket no longer has a zipper. My really super old bag has a zippered interior pocket. Oh well.The size MEDIUM and size SMALL have different straps. The strap on the medium has the padded shoulder thing on it, the small does not. The medium's shoulder strap can be removed, the small's cannot.Under Armour really needs to do a better job at be really clear on which sizes have what. I was disappointed that I could not remove the shoulder strap.","Very big, returned for the small",Color: Black (007)/Golden YellowSize: MediumVerified Purchase,4 people found this helpful
Zooz,/gp/profile/amzn1.account.AEP2CQWBWEF63Z3BDUOFJBVCFINA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2019",1,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I love it, the size is perfect.Mine is medium size and I can put my gym close, jacket, and running shoes and there is still plenty of roomI like the multiple pockets, they come handy when u need them.I love the gold touch make it classy.All in all it worth the investment.","Perfect size, and adorable gold touch",Color: Black (002)/Metallic GoldSize: MediumVerified Purchase,5 people found this helpful
Heather Joubert Bearb,/gp/profile/amzn1.account.AGCQKH3A7OHISLZMSPAQI7S5DZMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 15, 2021",0,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"Got this for my high schooler for football to bring all his things. He also has to tote around school all day. I read all reviews (which I always have trouble because people do not detail their opinions which is what we need) I wasn't clear on differences bw large and xl.  I ordered a xl based off what I read.  Well let me say the xl is huge. Like for weekend trips, vacations. But he still uses it. He doesn't tote helmet or pads...just cleats and clothes and now computer case for school. It is really too bag for what he needs but will use it. So I'd definitely get large if needing school sports bag. Xl for trips",Xl is huge. Good spacing though,Color: Black (001)/SilverSize: LargeVerified Purchase,One person found this helpful
Robert D.,/gp/profile/amzn1.account.AGSAHD2HQWWGCXU6T4DHGVP77PXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2019",0,,https://www.amazon.com/Under-Armour-Adult-Undeniable-Duffle/product-reviews/B08B932W98/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,4.0 out of 5 stars,I purchased the Large duffel and is is awesome! I will use this for the gym but also will be able to use it as a weekender/travel bag. Should be big enough for longer trips too and it would fit fine in the over head bins of a plane.,Wow this bag is HUUUUGGGGEEEE!!!!,Color: Graphite Medium Heather (040)/SilverSize: LargeVerified Purchase,5 people found this helpful
