author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Constantinos,/gp/profile/amzn1.account.AEHLWI4SARAI5QESUIR3HZBIH2HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2016",0,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,1.0 out of 5 stars,"At first it seemed to be amazing . So thought wow amazon great job , full of padding and somewhat full of protection. well to my surprise as i was walking with my laptop on campus the strap broke off and the bag fell on the floor . damaging badly my new laptop. i can say i was very upset. its a good bag but Amazon please make a better job with the strap",At first it seemed to be amazing. So thought wow amazon great job,Size: 15.6 InchStyle: 1-packConfiguration: BagVerified Purchase,552 people found this helpful
Arkodeus,/gp/profile/amzn1.account.AEZ37WKRIPZSE7UYLGJMUBVHUFEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2015",4,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,1.0 out of 5 stars,"I hate to do it. Honestly, I do. The case was great and fit my Toshiba Satellite snug and securely. Plenty of pockets for the mouse, USB cords, the charger, etc. Plenty of room. Life was good.Then it happened. The strap unclipped itself while I was leaving my office this afternoon. You see, they are intended to be free spinning, typical straps. Except when it doesn't twist, it will come off. Another review I read mentioned this. ""Nah, that's just a once in a blue moon scenario"" I told myself after reading it. I shuddered the same phrase as I watched the case fall corner first. Not even enough time to realize what had happened, as it was only hanging from my shoulder....Opened the bag to find my 850 dollar laptop with a dented frame and shattered screen. That was hours ago, and now here I am. Return processed and a backpack ordered. Just get a backpack, It's not worth the risk to your electronics. There isn't enough padding. Learn from my mistakes! Look at the carnage and don't let it happen to yours!!",Hate to do it....,Size: 15.6 InchStyle: 1-packConfiguration: BagVerified Purchase,"2,674 people found this helpful"
Horror movie buff,/gp/profile/amzn1.account.AHBCJFHEQM3CTH4NNTCOELVNFJIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2016",1,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,2.0 out of 5 stars,"I bought this about a year ago but only used it for probably the equivalent of 3 months before the strap broke. I was using it to carry a laptop weighing 2.62 pounds, an iPad 2, and occasionally an iPad mini.  I only carried the bag to and from the car at home or at work, so never a long distance. Yet despite limited use the strap still broke. Fortunately the laptop and tablets did not seem to have any damage, and it helped  that the bag fell on carpet when I was bending over, but I wouldn't expect the strap to break at all given the limited use. The quality seemed better at first, and indeed it's fine with everything else, but the strap didn't hold up well.I suggesting checking the strap endpoints on a regular basis if you buy Amazon bags.",Strap broke after about 3 months of use,Size: 15.6 InchStyle: 1-packConfiguration: BagVerified Purchase,223 people found this helpful
Minnesota Customer,/gp/profile/amzn1.account.AEG4VWZJ4WCEFX2MQ5T4HWZUJZEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2017",0,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,4.0 out of 5 stars,"I haven't had much real world usage for the bag yet but here are my preliminary thoughts.I purchased this for my 15"" Acer Chromebook.  The size if perfect for the Chromebook.  The zippers appear relatively sturdy enough for the purpose and the extra pockets are nicely size for carrying documents, smaller items, etc...  The strap also appears to be sturdy enough and the plastic clips look like they hold up.Padding - here is why I am only giving 4 stars.The size padding is good but the bottom padding is a bit lacking.  This is really the only fault I see is the lack of padding on the bottom and bottom\sides.I had a piece of foam I cut down, placed at the bottom and now I think the Chromebook will be a bit better protected.Overall I think that the bag is very good and just a bit more padding would give it the extra star.",Very solid bag but lacking a bit on the bottom padding.,Size: 15.6 InchStyle: 1-packConfiguration: BagVerified Purchase,90 people found this helpful
Kala Adams,/gp/profile/amzn1.account.AF2V2RNTX5QKPTJR3GHWTHURF5ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 29, 2016",6,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"This review is about the 14 Inch AmazonBasics Laptop BagThis is a good budget laptop case. The Toshiba Chromebook 2 fits perfectly along with the computer charger and extra phone chargers. It does what I need with a price tag I like.PROS: For carrying around and storing a feather weight Chromebook, a couple chargers, and sometimes my Kindle, it gets the job done. It has a ton of pockets and the bag itself is really lightweight. It's inexpensive. It's simple.CONS: This doesn't feel like the most expensive bag on the market, and as other reviewers stated, it could have some more padding. This would not be a good choice for someone who travels for work, the plastic clips and minimal padding simply won't stand up against baggage claim on a regular basis. This would also be a poor choice a Macbook Pro or any other fancy laptop. Just use good judgement-- if you plan on spending 1K+ on a laptop, prepare on spending more than $16 on a laptop bag.",Great Budget Laptop Bag,Size: 14 InchStyle: 1-packConfiguration: BagVerified Purchase,111 people found this helpful
B. Covington,/gp/profile/amzn1.account.AHAYPIX5DQ6OCTR4YKODLLJ7WM4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2014",0,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,1.0 out of 5 stars,"The shoulder strap on the bag simply popped loose one day, causing my laptop to make fast friends with the concrete and breaking the laptop.",Laptops Beware,Size: 14 InchStyle: 1-packConfiguration: BagVerified Purchase,304 people found this helpful
Todd March,/gp/profile/amzn1.account.AE3VKA5YD4DH3P2SD2VN3RDKUCWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2018",0,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"Fits the 2018 3rd gen iPad 12.9"" VERY well (including with Smart Folio/keyboard), just a TINY smidge too long to qualify for bonefide ""glove"" fit, but darn near close.Bag is a phenomenal value for the price. Excellent quality and construction. Way above average on the Chinese goods scale.Incredible amount of storage/pockets-compartments. Room to keep lots of things, and keep them separated to boot .Only cons I can find is I do agree to some extent what other reviewer's have said about the low padding amount at the bottom, but there is some padding ( I have seen other Chinese manufactured bags with NONE ). Shoulder strap looks a bit on the cheap side, so I am not completely shocked  at the negative reviews regarding it breaking/failing and causing expensive damage to enclosed tablets/laptops; this is a nice quality bag, but it is on the soft side and not meant for hard core protection from a fall/drop. If you travel a lot (airport security for one), or tend to drop things, a more expensive bag much more geared toward shock resistance is probably warranted. But for most of us casual users, carrying this bag by the briefcase style handles, this is a great utilitarian bag with classic looks and materials that will work wonderfully at an incredible bargain price. Highly recommend.",Great Bag For Most at Phenomenal Price!,Size: 11.6 InchStyle: 1-packConfiguration: BagVerified Purchase,23 people found this helpful
Erin,/gp/profile/amzn1.account.AEWRASOKAN5KKMDRIQ7L3GDWYVZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2015",1,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"I LOVE this bag.  Right now I keep my MacBook Pro, 2nd gen iPad, a kindle touch, all the charging gear, and still have room to throw in my bulky planner when I need it. With all that, it's still sleek and lightweight. I bought a little case for my wireless ear buds so I can clip it to the side and it's the perfect setup. http://www.amazon.com/gp/product/B00JB1LGTI/ref=cm_cr_ryp_prd_ttl_sol_19",Perfect!,Size: 14 InchStyle: 1-packConfiguration: BagVerified Purchase,78 people found this helpful
True,/gp/profile/amzn1.account.AG7U5NB5ADKV4ZPJM4SKASPTYX2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2017",0,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,3.0 out of 5 stars,"I just realized I've been using this laptop bag for over 3 years and have a love hate relationship with it.  I hate certain things about it, but still find it useful enough to keep, but I admit I've been shopping around for a new bag.  I initially bought this as a cheap and light bag to hold my 15"" MacBook pro.  I didn't think I would be carrying it around too often, so I didn't care much about aesthetics and function.Pros:-The bag has held up pretty well over 3.5 years.  I haven't had any rips or issues with the zippers.-It's small and light-weight, but surprising can hold quite a bit because the material can expand.  I can carry a laptop, tablet, notepad, chargers, headphones and even a bottle of water.-It's inexpensive.Cons:-I absolutely hate the shoulder strap.  The padding shifts around and is uncomfortable to carry around for more than a minute or two.-The small inside pockets have no zippers or velcro and my accessories and business cards are always falling out.-I've grown to be embarrassed of how this bag looks.  I didn't plan on bringing it on business meetings as much as I have, but feel it's not professional looking enough for the line of work I do.  I'm looking to upgrade to something that looks better as well as has the other features I want:  more comfortable shoulder strap, better pockets for accessories.",It's a love hate relationship of over 3 years...,Size: 15.6 InchStyle: 1-packConfiguration: BagVerified Purchase,17 people found this helpful
Mike Esco,/gp/profile/amzn1.account.AH7EZTL7KNPBJX3RKA45BIOPAZKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2019",4,,https://www.amazon.com/AmazonBasics-15-6-Inch-Laptop-Tablet-Bag/product-reviews/B00DUGZFWY/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=0,5.0 out of 5 stars,"The bag is perfect for either my iPad mini or iPad Air along with their accessories. The price Won’t dent your wallet and the size is perfect for what my needs. It’s not bulky or cumbersome when traveling. Approximately 9.6” high and approximately 12” in length. Depth depends on what your computer or tablet and accompanying accessories would be.There are three compartments. The main is partitioned into three flaps that I use to house the iPads, keyboard, stand and various paperwork. A second smaller pocket that fits my stylus, notepad, and emergency charger with small pockets to keep them from jostling all over as I go from place to place. The third pocket is smaller in size which I use for odds and ends that help with my business.The cons are that there really isn’t anything to protect my devices from accidental mishaps like a fall or errant spillage. The adjustable shoulder strap is a bit bulky for the size of the bag. There are no other colors besides black to choose from. I would have preferred a gray or blue. Nothing that detracts from this products versatile design and affordability.",Good value and sleek design.,Size: 11.6 InchStyle: 1-packConfiguration: BagVerified Purchase,6 people found this helpful
